id,title,overview,genres,cast,director,keywords,vote_average,vote_count,poster_path,release_date
53862,Trippin',"Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success as a poet, a student, a lover. His mom wants him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, tries to inspire him, too. He finally figures out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he wants romance and a prom date. So, he tells a few lies and, for awhile, it seems to be working. Then, things fall apart and Greg has to figure out how to put the trippin aside and get real.",Comedy Romance,DeonRichmond DonaldFaison GuyTorry MaiaCampbell AlomaWright,DavidRaynr,highschool prom,4.5,4,,1999-05-12
3089,Red River,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",Western,JohnWayne MontgomeryClift JoanneDru WalterBrennan ColeenGray,HowardHawks,texas dangerous kansas cattledrive revenge cattle adoptedchild cattleempire,7.3,82,,1948-08-26
30139,Phat Girlz,Two plus-sized ladies meet the men of their dreams in the most unexpected of ways.,Comedy Romance,Mo'Nique JimmyJean-Louis Godfrey JoyfulDrake BrendanWalsh,NnegestLikké,womandirector,3.7,10,,2006-01-01
132344,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Romance Drama,EthanHawke JulieDelpy SeamusDavey-Fitzpatrick JenniferPrior CharlottePrior,RichardLinklater,hotel airport hotelroom greece dream greek friends author writer summervacation twins,7.4,568,,2013-04-05
15582,Teen Wolf Too,"Although awkward college student Todd Howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he has inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?",Comedy Fantasy Family,JasonBateman KimDarby JohnAstin MarkHolton EsteeChandler,ChristopherLeitch,werewolf teenager,3.8,46,,1987-11-20
15158,Phantasm II,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",Action Horror ScienceFiction Thriller,JamesLeGros ReggieBannister AngusScrimm PaulaIrvine SamanthaPhillips,DonCoscarelli,portal undertaker evil tallman sentinals,6.3,94,,1988-07-08
44634,Woman Thou Art Loosed,"An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.",Drama,KimberlyElise LorettaDevine DebbiMorgan MichaelBoatman LouisaAbernathy,MichaelSchultz,independentfilm,5.0,3,,2004-09-30
30309,Real Women Have Curves,"There's more to Ana Garcia than meets the eye. Should she leave home, go to college and experience life? Or stay home, get married, and keep working in her sister’s struggling garment factory? It may seem like an east decision, but for 18 year-old Ana, every choice she makes this summer will change her life. At home, she is bound to a mother who wants her to become someone she's not. But at school, she's encouraged by a teacher who sees her potential and adored by a boyfriend who loves her for who she is. Right now, Ana may be making clothes for less shapely women. But she's about to discover that real women take chances, have flaws, embrace life, and above all, have curves!",Comedy Drama,AmericaFerrera LupeOntiveros IngridOliu GeorgeLopez BrianSites,PatriciaCardoso,independentfilm womandirector,5.8,19,,2002-01-01
7509,Water,"The film examines the plight of a group of widows forced into poverty at a temple in the holy city of Varanasi. It focuses on a relationship between one of the widows, who wants to escape the social restrictions imposed on widows, and a man who is from the highest caste and a follower of Mahatma Gandhi.",Drama Foreign Romance,LisaRay Sarala JohnAbraham SeemaBiswas WaheedaRehman,DeepaMehta,siteofpilgrimage widow varanasi hinduism childbride mahatmagandhi womandirector,6.8,34,,2005-09-08
10557,East Is East,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",Comedy,OmPuri LindaBassett IanAspinall JimiMistry ArchiePanjabi,DamienO'Donnell,islam hippie fathersonrelationship muslim jealousy tradition cultureclash religiouseducation modernsociety pakistani daughter faith integration culturaldifference,6.5,59,,1999-05-14
23531,Whipped,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",Comedy Romance,AmandaPeet BrianVanHolt JonathanAbrahams ZorieBarber JudahDomke,PeterM.Cohen,independentfilm diner dating masturbation,3.1,11,,2000-09-01
28005,Kama Sutra - A Tale of Love,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",Drama History Romance,IndiraVarma SaritaChoudhury RamonTikaram NaveenAndrews,MiraNair,poetry eroticism womandirector,5.7,35,,1996-09-11
40247,Please Give,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",Comedy Drama,RebeccaHall CatherineKeener AmandaPeet OliverPlatt SarahSteele,NicoleHolofcener,suicide newyork infidelity cancer independentfilm neighbor apartment womandirector,6.0,57,,2010-01-22
252,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,Family Fantasy,GeneWilder JackAlbertson PeterOstrum RoyKinnear DeniseNickerson,MelStuart,chocolate factoryworker basedonnovel candy tvaddictedperson overweightchild grandfathergrandsonrelationship factory musical single teacher,7.4,798,,1971-06-29
24126,Warlock: The Armageddon,"Every six hundred years, a great evil has the opportunity to escape and unleash Armageddon. A group of five stones has the power to either free the evil, or banish it for another six hundred years. An order of Druids battles with a Warlock determined to unleash his father upon the world.",Fantasy Horror ScienceFiction,JulianSands ChrisYoung PaulaMarshall JoannaPacula SteveKahan,AnthonyHickox,armageddon warlock,5.2,38,,1993-05-01
13982,8 Heads in a Duffel Bag,"Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",Comedy Crime,JoePesci KristySwanson GeorgeHamilton DyanCannon AndyComeau,TomSchulman,mexico vacation murder head,5.4,39,,1997-04-18
16642,Days of Heaven,"In 1910, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer. A love triangle, a swarm of locusts, a hellish fire—Malick captures it all with dreamlike authenticity, creating at once a timeless American idyll and a gritty evocation of turn-of-the-century labor.",Drama Romance,RichardGere BrookeAdams LindaManz SamShepard RobertJ.Wilke,TerrenceMalick,lovetriangle chicago wifehusbandrelationship texas field farm marriage love poverty classdifferences farmer jealoushusband boyfriendgirlfriendrelationship harvest,7.6,234,,1978-09-13
17734,Thirteen Conversations About One Thing,"The lives of a lawyer, an actuary, a housecleaner, a professor, and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability.",Drama,JohnTurturro CleaDuVall MatthewMcConaughey AmyIrving AlanArkin,JillSprecher,independentfilm womandirector,6.4,25,,2001-09-02
18892,Jawbreaker,"3 of Reagan High School's most popular girls pretend to kidnap their friend by shoving a jawbreaker into the victim's mouth to keep her from screaming. Their plan goes awry when the girl swallows the jawbreaker, choking to death. Now the leader of the pack will do anything to keep the accident a secret.",Comedy,RoseMcGowan JulieBenz RebeccaGayheart CarolKane PamGrier,DarrenStein,confession jealousy nightmare ambition groupie highschool cafeteria revenge prom deadbody dating fashion rockband fantasysequence slowmotion multipleidentities popmusic makeover polaroidcamera publichumiliation socialoutcast sidekick prankgonewrong cliques socialclimbing backstabbing deadteenager gothgirls,5.9,90,,1999-01-30
549,Basquiat,"Director Julian Schnabel illustrates the portrait of his friend, the first Afro-American Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980’s New York.",Drama History,JeffreyWright DavidBowie DennisHopper GaryOldman BeniciodelToro,JulianSchnabel,newyork sex drugabuse homelessperson newlove drugaddiction overdose graffiti streetart vernissage exhibit friendship independentfilm drug celebration,6.6,94,,1996-08-09
121986,Frances Ha,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",Comedy Drama,GretaGerwig MickeySumner AdamDriver MichaelZegen MichaelEsper,NoahBaumbach,friendship loneliness blackandwhite responsibility latecomingofage,7.2,345,,2013-05-17
868,Tsotsi,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",Crime Drama,PresleyChweneyagae JerryMofokeng TerryPheto KennethNkosi ZenzoNgqobe,GavinHood,slum baby fight nudity leader johannesburg police love friends murder gang teenager violence criminal hijack,6.9,94,,2005-08-18
10683,Happiness,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",Comedy Drama,JaneAdams JonLovitz PhilipSeymourHoffman DylanBaker EvanSilverberg,ToddSolondz,rape sistersisterrelationship lover(female) pedophilia sister partnership stalker secretlove independentfilm relationship extramaritalaffair familyconflict unhappiness,7.4,194,,1998-10-16
17995,DysFunktional Family,"Between sets from his hilarious live stand-up routine, in which he riffs on everything from Michael Jackson to terrorism, comedian Eddie Griffin tours his hometown of Kansas City and introduces viewers to his eccentric clan in this edgy mockumentary. Griffin's uproarious family members include oddballs such as Uncle Buckey, a former pimp, and Uncle Curtis, who possesses an extensive porn collection ... much of which he filmed himself!",Comedy Documentary,EddieGriffin JoeHoward MatthewBrent RobertNoble,GeorgeGallo,,6.1,4,,2003-04-04
246403,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",Comedy Horror,MichaelParks JustinLong HaleyJoelOsment GénesisRodríguez RalphGarman,KevinSmith,canada obsession walrus deception search disfigurement experimentalsurgery abduction,5.1,366,,2014-09-19
670,Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",Drama Thriller Mystery Action,ChoiMin-sik YooJi-tae KangHye-jung KimByeong-ok OhDal-su,ParkChan-wook,sushirestaurant rageandhate notebook daughter hostility sin revenge loneliness urination anger catholic incest southhypnosis,8.0,1945,,2003-01-01
35691,Letters to God,"A young boy fighting cancer writes letters to God, touching lives in his neighborhood and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction.",Action Drama Family Thriller,RobynLively JeffreyJohnson BaileeMadison MareeCheatham TannerMaguire,DavidNixon,letter hope postman god cancer independentfilm aftercreditsstinger,6.5,37,,2010-04-09
49010,Hobo with a Shotgun,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",Action Comedy Thriller,RutgerHauer GregorySmith RobbWells BrianDowney MollyDunsworth,JasonEisener,femalenudity prostitute shotgun pimp underwear dystopia vigilante blood massacre brutality violence spittingblood whitesuit genocide bodymutilation extremesadism childkiller sawedoffshotgun flamethrower attemptedrobbery intestines disembowelment attemptedrape shotrepeatedly,5.7,211,,2011-05-06
317930,Compadres,"A disgruntled Mexican cop is forced to work with a teenage hacker to hunt down the criminals who killed his wife, and dismantle their operation.",Action Comedy,OmarChaparro JoeyMorgan AislinnDerbez EricRoberts CamilaSodi,EnriqueBegné,,5.2,17,,2016-03-31
11229,Freeway,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",Comedy Drama Thriller,KieferSutherland ReeseWitherspoon WolfgangBodison DanHedaya AmandaPlummer,MatthewBright,prison attempttoescape stepfather independentfilm hitchhiker,6.5,95,,1996-08-23
22488,Love's Abiding Joy,"The continued Westward journey of settlers Missie and Willie Lahaye. Their roots now firmly planted as they set up homestead in the far West, Missie begins to realize her passion for teaching as Willie cares for the couple's young daughter Kathy while expanding the family ranch with a little help from sons Jeff and Matthew. When the frontier railroad comes to town, the pleasure of a long-promised visit from Missie's father Clark is suddenly offset by the tragic death of young Kathy. As the untimely demise of their beloved daughter begins to drive an emotional wedge between Missie and Willie, the devastated father unexpectedly accepts an offer made by the powerful Samuel Doros to assume the role of town sheriff. Their faith shaken and their once close-knit bond suddenly torn asunder, Missie and Willie desperately attempt to bring their crumbling family back together as son Jeff faces a series of dangers while hopelessly falling for Doros' beautiful daughter Colette.",TVMovie Action Drama Family,ErinCottrell LoganBartholomew WilliamMorganSheppard JamesTupper IreneBedard,MichaelLandonJr.,,5.8,12,,2006-10-06
24469,Fish Tank,Everything changes for 15 year old Mia when her mum brings home a new boyfriend.,Drama,KatieJarvis MichaelFassbender KierstonWareing RebeccaGriffiths HarryTreadaway,AndreaArnold,dancing mother alcohol sex adultery fight nudity sister friendship party independentfilm school essex teenager theft violence apartment estate boyfriend teenagerebellion voyeur womandirector aggressive,6.9,250,,2009-05-14
82533,Damsels in Distress,"A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.",Comedy Romance,GretaGerwig CarrieMacLemore MegalynEchikunwoke AnaleighTipton RyanMetcalf,WhitStillman,college femalefriendship youngadult,5.6,67,,2012-04-06
50942,Creature,"An amphibious shark-like monster terrorizes an abandoned secret military base and the people who live on the island it is located on. A marine biologist, as well as several other people, try to stop it before it is too late...",Horror ScienceFiction Thriller,CraigT.Nelson KimCattrall ColmFeore CressWilliams MichaelReillyBurke,StuartGillard,,4.0,21,,1998-05-17
84174,Bachelorette,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,Comedy Romance,KirstenDunst IslaFisher LizzyCaplan RebelWilson AdamScott,LeslyeHeadland,bridesmaid stripclub femalefriendship reunion druguse wedding weddingdress childhoodfriends womandirector bacheloretteparty bitch fatwoman,5.3,444,,2012-08-06
34099,Brave New Girl,"Holly has everything it takes to be a star; the voice, the dream and the dedication, but she lacks the means to break away from her humble Texas upbringing. Then she gets the chance to attend an art and music school on the East coast and her future suddenly looks bright. But the road to stardom is a bumpy one.",Drama Music Family,VirginiaMadsen LindseyHaun BarbaraMamabolo JohnRalston NickRoth,BobbyRoth,tvmovie,3.7,3,,2004-04-25
79940,Tim and Eric's Billion Dollar Movie,"Two guys get a billion dollars to make a movie, only to watch their dream run off course.",Comedy,EricWareheim TimHeidecker JohnC.Reilly ZachGalifianakis WillFerrell,TimHeidecker,restaurant wolf shoppingmall filmmaker billiondollars fakecommercial,5.2,34,,2012-03-02
342,Summer Storm,"Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...",Comedy Drama,RobertStadlober KostjaUllmann AlicjaBachleda-Curuś JürgenTonkel TristanoCasanova,MarcoKreuzpaintner,holiday gay malenudity competition sexualidentity sex lovesickness heterosexual comingout row lake camping tent summercamp friendship sport crush teenagecrush summer youth lgbt,6.7,59,,2004-09-02
281230,Fort McCoy,"Unable to serve in World War II because of a heart condition, a barber moves his family adjacent to a Wisconsin army base and prisoner-of-war camp to provide his services. But even in rural America -- far from the frontline -- the war finds victims.",War Drama History,EricStoltz KateConnor LyndsyFonseca AndyHirsch CamrynManheim,MichaelWorth,womandirector,6.3,2,,2014-01-01
38033,Chain Letter,"Six friends receive a mysterious chain letter via text messaging and in their email accounts from a maniac who's hunting down teenagers who fail to forward his online chain letter. Who knew they should take the threats in the chain letter seriously? Or that chain letters using the teens' favorite technologies to track them can kill? This maniacal game pits friend against friend as they race to beat rules that seem impossible to escape. Break the chain, lose a life. Do you pass it on? Does friendship mean anything?",Horror Thriller,NikkiReed KeithDavid BradDourif BetsyRussell CherilynWilson,DeonTaylor,killing friendship teenager maniac mysteriousletter textmessage threat,3.9,37,,2010-10-01
100975,Just Looking,"It's 1955. Lenny is a 14-year old boy who is totally fascinated by sex. He is too scared to ""do it,"" so he dedicates his summer to seeing two other people do it. Easier said than done. Caught in the act of spying, his mother and stepfather ship him off to spend the summer with his aunt and uncle in ""the country"" -- Queens. His plan looks like a bust and his summer seems destined for boredom, until he meets a whole new group of friends -- young teens who have a ""sex club.""",Drama Comedy,GretchenMol PattiLuPone PeterOnorati RyanMerriman RichardV.Licata,JasonAlexander,newyork nurse sex infidelity nudity romance independentfilm neighbor teenager voyeurism curious,5.8,5,,1999-10-21
38541,The Divide,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",ScienceFiction,LaurenGerman MichaelBiehn MiloVentimiglia CourtneyB.Vance AshtonHolmes,XavierGens,basement violence septictank towninpanic welding gunshot,5.7,197,,2011-03-13
39563,The Eclipse,"Michael Farr (Hinds) is a widower living in a misty Irish seaside town who is struggling to adjust to his new role as the sole caretaker of his two children. Still reeling from the death of his wife, he has been plagued by terrifying apparitions. When he volunteers at a local literary festival, he finds himself drawn to Lena Morelle (Hjejle), an empathetic author of supernatural fiction (Hjelje). While Lena tries to help Michael with the mystery of his nightmarish visions, she must contend with problems of her own—she’s being jealously pursued by a self-obsessed novelist (Quinn), her one-time lover. As the three adults’ lives converge, the turbulence of the phantom world will soon have nothing on that of the living.",Drama Horror Romance,CiaránHinds AidanQuinn IbenHjejle JimNorton ValerieSpelman,ConorMcPherson,,6.1,15,,2009-04-24
234212,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,Thriller Horror,MariaBello FrankGrillo CodyHorn DustinMilligan MeganPark,WillCanon,detective hauntedhouse investigation anti-christ possession carcrash trance videocamera demon seance infrared missing,4.9,148,,2015-02-12
27404,My Big Fat Independent Movie,"This film is a spoof along the lines of ""Scary Movie"" and ""Not Another Teen Movie."" It includes parodies of some of the indie film world's most renowned movies such as ""Memento,"" ""Pulp Fiction,"" ""Magnolia,"" ""My Big Fat Greek Wedding,"" ""Amelie,"" ""Run Lola Run,"" ""El Mariachi,"" ""The Good Girl,"" ""Pi,"" ""Swingers"" and many others.",Comedy,PagetBrewster NeilBarton EricHoffman DarrenKeefe AshleyHead,PhilipZlotorynski,independentfilm,3.0,5,,2005-03-04
170480,The Deported,"An Italian-American actor is deported to Mexico by some crooked INS Agents, and a pack of orphans helps him find his way back to America",Comedy Family,NicholasTurturro TaliaShire PaulRodríguez GaryValentine NickTurturroIII,LanceKawas,,0.0,0,,2010-06-15
71866,Tanner Hall,"Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run down New England, the knot of adolescent complexity is unraveled through the coming of age stories of four teen-age girls.",Drama,RooneyMara GeorgiaKing BrieLarson AmyFerguson AntoniaSteinberg,FrancescaGregorini,boardingschool womandirector,5.4,32,,2009-09-14
192210,Open Road,"Angie, a young Brazilian artist, abandons her old life and embarks on a journey around the country. Running from her past, and searching for her foundation in life, Angie finds not only herself but love in its many forms.",Action Drama Thriller,CamillaBelle AndyGarcía ColinEgglesfield JulietteLewis ChristianeTorloni,MárcioGarcia,drugdealer police killer illegaldrugs dealer,5.2,18,,2013-04-12
180296,They Came Together,A small business owner is about to lose her shop to a major corporate development.,Comedy,PaulRudd AmyPoehler BillHader EllieKemper CobieSmulders,DavidWain,,5.3,171,,2014-06-27
157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",Comedy,KathrynFiore FlipSchultz OliviaAlexander ArturodelPuerto DannyWoodburn,CraigMoss,parody horrorcomedy,2.9,28,,2013-01-14
70006,Never Back Down 2: The Beatdown,Four fighters different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in heir midst.,Drama Action,StaceyAsaro GralenBryantBanks RusBlackwell BeauBrasso EddieBravo,MichaelJaiWhite,malenudity cage kiss fistfight sport cagefighting kickboxer martialartstournament beefcake martialartstraining,5.8,136,,2011-09-13
26039,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",Action Crime Drama Thriller,LeeMarvin AngieDickinson KeenanWynn CarrollO'Connor LloydBochner,JohnBoorman,alcatraz revenge organizedcrime,7.1,95,,1967-08-30
79587,Four Single Fathers,"A comedy/drama about four Italian single fathers trying to cope with American ex-wives, children, family, and new relationships, set in New York and Rome.",Drama Comedy,AlessandroGassman FrancescoQuinn JoeUrla LennyVenito JenniferEsposito,PaoloMonico,,0.0,0,,2009-01-15
176077,Enter the Dangerous Mind,"A psychological thriller set in the world of underground dubstep, Snap is the story of Jim Whitman, a brilliant but painfully introverted musician who develops a crush on a young social worker.",Thriller,JakeHoffman NikkiReed ThomasDekker ScottBakula JasonPriestley,YoussefDelara,composer obsession,4.8,14,,2013-03-11
260947,Something Wicked,"A young couple embark upon their honeymoon against the chilling landscapes of the Pacific Northwest. But when tragedy strikes, gruesome secrets from their past collide with sinister forces of the present...",Mystery Thriller,ShantelVanSanten JohnRobinson JamesPatrickStuart BrittanyMurphy RobertBlanche,DarinScott,obsession oregon independentfilm,4.6,16,,2014-04-04
342502,AWOL-72,"An AWOL marine in possession of secret government information, is a wanted man, pursued by Russian special ops, the LAPD, and a dangerous assassin.",Thriller,LukeGoss RZA BokeemWoodbine LouisMandylor BrookeNewton,ChristianSesma,russian getaway lapd awol specialops,2.8,10,,2015-08-07
191229,Iguana,A grotesquely disfigured harpooner called Iguana is severely mistreated by his fellow sailors on a whaling ship in the 19th century. One night he escapes and takes up residence on a remote island. He makes himself ruler of the island and declares war on mankind. Anyone unfortunate enough to wind up on the island with Iguana is subjected to his cruel tyranny.,,EverettMcGill FabioTesti MichaelMadsen JackTaylor,MonteHellman,,6.0,1,,1988-04-01
43213,Chicago Overcoat,The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.,Action Crime Thriller,FrankVincent KathrineNarducci MikeStarr StacyKeach ArmandAssante,BrianCaunter,,6.1,5,,2009-10-10
44594,Barry Munday,"Barry Munday, a libido-driven wage slave who spends all his time either ogling, fantasizing about or trying to pick up women, wakes up in hospital after a freak attack only to find that his testicles have been removed.",Comedy Drama Romance,PatrickWilson MalcolmMcDowell JudyGreer ChloëSevigny MissiPyle,ChrisD'Arienzo,basedonnovel letter paternity castration doctor pregnancy lamborghini testicles airguitar genitalmutilation,6.3,22,,2010-03-13
666,Central Station,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",Drama,FernandaMontenegro MaríliaPêra ViníciusdeOliveira OthonBastos OtávioAugusto,WalterSalles,brazilian brazil riodejaneiro letter wilderness teacher alcoholic railroad missingfather longlostrelative realism,7.6,126,,1998-01-16
248,Pocketful of Miracles,"Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.",Comedy Drama,GlennFord BetteDavis HopeLange ArthurO'Connell PeterFalk,FrankCapra,dude prohibition deception newyorkcity apple luck dowager highsociety 1930s,7.3,25,,1961-12-18
325173,Close Range,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",Crime Action,ScottAdkins NickChinlund CaitlinKeats JakeLaBotz TonyPerez,IsaacFlorentine,,4.9,54,,2015-12-11
55831,Boynton Beach Club,A handful of men and women of a certain age pick up the pieces of their lives and look for new love after the loss of their mates in this comedy drama from writer-director Susan Seidelman.,Comedy Drama Romance,BrendaVaccaro DyanCannon JosephBologna,,independentfilm,6.8,3,,2005-08-05
351043,Amnesiac,"The story of a man who wakes up in bed suffering from memory loss after being in an accident, only to begin to suspect that his wife may not be his real wife and that a web of lies and deceit deepen inside the house where he soon finds himself a prisoner.",Thriller Mystery Drama Horror,KateBosworth WesBentley ShashawneeHall RichardRiehle PatrickBauchau,MichaelPolish,,4.1,52,,2015-08-14
43942,Freakonomics,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,Documentary,ZoeSloane JadeViggiano AmancayaAguilar KahiryBess AlishaNaragsheth,HeidiEwing,femalenudity corruption cheating experiment limousine highschool independentfilm student economics realestate womandirector,6.6,36,,2010-10-01
10226,High Tension,"Alexia travels with her friend Marie to spend a couple of days with her family in their farm in the country. They arrive late and they are welcomed by Alexia's father. Late in the night, a sadistic and sick killer breaks into the farmhouse, slaughters Alexia's family--including their dog--and kidnaps Alexia. Marie hides from the criminal and tries to help the hysterical and frightened Alexia, chase the maniac, and disclose his identity in the end.",Horror Thriller Mystery,CéciledeFrance Maïwenn PhilippeNahon FranckKhalfoun AndreiFinti,AlexandreAja,massmurder insanity gore survival farmhouse extremeviolence maniac homeinvasion boundandgagged circularsaw newfrenchextremism,6.6,271,,2003-06-18
66942,Griff the Invisible,"Griff, office worker by day, superhero by night, has his world turned upside down when he meets Melody, a beautiful young scientist who shares his passion for the impossible.",Romance Comedy Drama,RyanKwanten MaeveDermody MarshallNapier HeatherMitchell PatrickBrammall,LeonFord,love superhero independentfilm comedy,6.1,34,,2011-08-19
356483,Unnatural,Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.,Thriller Action Horror,JamesRemar SherilynFenn RonCarlson GrahamGreene AllegraCarpenter,HankBraxtan,climatechange polarbear,4.3,12,,2015-10-16
10476,Hustle & Flow,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",Drama,TerrenceHoward AnthonyAnderson TarynManning TarajiP.Henson EliseNeal,CraigBrewer,rapmusic hip-hop baby midlifecrisis drugdealer career musical rapper independentfilm,6.9,99,,2005-07-22
239,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",Comedy Romance,MarilynMonroe TonyCurtis JackLemmon GeorgeRaft PatO’Brien,BillyWilder,chicago witness musician mafia crossdressing band spats allgirlband st.valentine'sdaymassacre sugar valentine'sday dressing,8.0,808,,1959-03-18
